,detailFund.acronym,detailFund.tradingName,detailFund.tradingCode,detailFund.tradingCodeOthers,detailFund.cnpj,detailFund.classification,detailFund.webSite,detailFund.fundAddress,detailFund.fundPhoneNumberDDD,detailFund.fundPhoneNumber,detailFund.fundPhoneNumberFax,detailFund.positionManager,detailFund.managerName,detailFund.companyAddress,detailFund.companyPhoneNumberDDD,detailFund.companyPhoneNumber,detailFund.companyPhoneNumberFax,detailFund.companyEmail,detailFund.companyName,detailFund.quotaCount,detailFund.quotaDateApproved,detailFund.typeFNET,detailFund.codes,detailFund.codesOther,detailFund.segment,shareHolder.shareHolderName,shareHolder.shareHolderAddress,shareHolder.shareHolderPhoneNumberDDD,shareHolder.shareHolderPhoneNumber,shareHolder.shareHolderFaxNumber,shareHolder.shareHolderEmail,url
0,CJCT,FII CJCTOWER,CJCT11 ,,10347985000180,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112, 3600 - 11º ANDAR - CJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,54125400,0,DIRETOR RESPONSAVEL                     ,MARIA CECILIA CARRAZEDO DE ANDRADE                          ,"AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112, 3600 - 11º ANDAR - CJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,54125400,0,dtvm@hedgeinvest.com.br,CIDADE JARDIM CONTINENAL TOWER FDO INV IMOB       ,3140000,26/09/2022,,['CJCT11'],,,HEDGE INVESTMENTS DTVM LTDA             ,AV BRIGADEIRO FARIA LIMA 3600 - 11 AND.CJ 112 - CEP: 4538132 Cidade: SAO PAULO UF: SP,11,54125490,0,escrituracao@hedgeinvest.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJDSkNUIn0=
0,RBHY,FII RB YIELD,RBHY11 ,,37899479000150,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br/,"IGUATEMI, 151 - 19º ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"IGUATEMI, 151 - 19º ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,juridico.fundos@brl.com.br,RIO BRAVO CRÉDITO IMOB. HIGH YIELD FDO. INV. IMOB.,1893505,26/10/2022,,['RBHY11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJSQkhZIn0=
0,SNEL,FII SUNO EL ,,,43741171000184,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.xpi.com.br,"Avenida Ataulfo de Paiva, 153 - SALA 201 - CEP: 22440032 CIDADE: RIO DE JANEIRO UF: RJ",11,30272237,0,DIRETOR RESPONSAVEL                     ,LIZANDRO SOMMER ARNONI                                      ,"Avenida Ataulfo de Paiva, 153 - SALA 201 - CEP: 22440032 CIDADE: RIO DE JANEIRO UF: RJ",11,30272237,0,juridico.regulatorio@xpi.com.br,FUNDO DE INVEST IMOBILIARIO SUNO ENERGIAS LIMPAS  ,500026,26/12/2022,,,,,OLIVEIRA TRUST                          ,AV DAS AMÉRICAS 500 - BLOCO 13-GRUPO 205 - CEP: 22640100 Cidade: RIO DE JANEIRO UF: RJ,21,35140000,35140099,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQzNzQxMTcxMDAwMTg0IiwiaWRlbnRpZmllckZ1bmQiOiJTTkVMIn0=
0,ATWN,FII A TOWN  ,,,27773327000152,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.reag.com.br,Gilberto Sabino - CEP: 5425020 CIDADE: SÃO PAULO UF: SP,11,30307177,0,DIRETOR RESPONSAVEL                     ,SILVANO GERSZTEL,Gilberto Sabino - CEP: 5425020 CIDADE: SÃO PAULO UF: SP,11,30307177,0,dtvm@reag.com.br,FDO. INV. IMOB. A - TOWN                          ,879522,28/12/2020,,,,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiMjc3NzMzMjcwMDAxNTIiLCJpZGVudGlmaWVyRnVuZCI6IkFUV04iLCJ0eXBlRnVuZCI6N30=
0,MATV,FII MORE ATV,MATV11 ,,41076678000135,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,DIRETOR RESPONSAVEL                     ,Allan Hadid                                                 ,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,ri.fundoslistados@btgpactual.com,MORE GESTÃO ATIVA DE RECEBÍVEIS FDO DE INV IMOB   ,425968,10/06/2022,,['MATV11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQxMDc2Njc4MDAwMTM1IiwiaWRlbnRpZmllckZ1bmQiOiJNQVRWIn0=
0,HOFC,FII HOFFICEI,HOFC11 ,,31894369000119,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"AV. BRIGADEIRO FARIA LIMA, 3600 - 11 ANDAR - CJJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,54125400,54125400,Diretor de Relações com Investidores    ,MARIA CECILIA CARRAZEDO DE ANDRADE,"AV. BRIGADEIRO FARIA LIMA, 3600 - 11 ANDAR - CJJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,54125400,54125400,escrituracao@hedgeinvest.com.br,HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB.   ,3779001,24/03/2020,,['HOFC11'],,,HEDGE INVESTMENTS DTVM LTDA             ,AV BRIGADEIRO FARIA LIMA 3600 - 11 AND.CJ 112 - CEP: 4538132 Cidade: SAO PAULO UF: SP,11,54125490,0,escrituracao@hedgeinvest.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJIT0ZDIn0=
0,HBTT,FII HABITAT ,,,26846202000142,Financeiro e Outros/Fundos/Fundos Imobiliários,https://vortx.com.br,R RAMOS BATISTA 152 - 1 ANDAR - CEP: 4552020 CIDADE: SAO PAULO UF: SP,11,31985151,0,DIRETOR RESPONSAVEL,ERNANE DIVINO DOS SANTOS ALVES,R RAMOS BATISTA 152 - 1 ANDAR - CEP: 4552020 CIDADE: SAO PAULO UF: SP,11,31985151,0,admfundos@vortx.com.br,FDO INV IMOB HABITAT I                            ,66567,11/05/2018,,,,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJIQlRUIn0=
0,PNDL,FII PANORAMA,,,37899400000190,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,"IGUATEMI, 151 - 19 ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"IGUATEMI, 151 - 19 ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,fii@brltrust.com.br,PANORAMA DESENVOLVIMENTO LOGÍSTICO FDO. INV. IMOB.,201500,17/01/2023,,,,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJQTkRMIn0=
0,BLCA,FII BLUE AAA,BLCA11 ,,41076748000155,Financeiro e Outros/Fundos/Fundos Imobiliários,WWW.BTGPACTUAL.COM,N/I PRAIA DE BOTAFOGO 501 - 5 ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832513,0,DIRETOR RESPONSAVEL,ALLAN HADID,N/I PRAIA DE BOTAFOGO 501 - 5 ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832513,0,SH-contato-fundoimobiliario@btgpactual.com,BLUEMACAW CATUAÍ TRIPLE A FDO DE INV IMOB         ,1600000,23/08/2021,,['BLCA11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCTENBIn0=
0,KNCA,FIAGRO KINEA,KNCA11 ,,41745701000137,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"Brigadeiro Faria Lima, 3400 - 10 ANDAR - CEP: 542610 CIDADE: São Paulo UF: SP",11,30726099,0,DIRETOR RESPONSAVEL                     ,ROBERTA ANCHIETA SILVA                                      ,"Brigadeiro Faria Lima, 3400 - 10 andar - CEP: 542610 CIDADE: São Paulo UF: SP",11,30726099,0,relacionamento.reguladores@itau-unibanco.com.br,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO             ,8099919,28/12/2022,,['KNCA11'],,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImNucGoiOiI0MTc0NTcwMTAwMDEzNyIsImlkZW50aWZpZXJGdW5kIjoiS05DQSJ9
0,GSFI,FII GENERAL ,GSFI11 ,,11769604000113,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.trusteedtvm.com.br,"Avenida Brigadeiro Faria Lima, Itaim Bibi - CEP: 4538133 CIDADE: SÃO PAULO UF: SP",11,21974400,0,DIRETOR RESPONSAVEL                     ,ARTUR MARTINS DE FIGUEIREDO,AV BRIGADEIRO FARIA LIMA 3900 - 10 ANDAR - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,21974400,0,corporativo@trusteedtvm.com.br,GENERAL SHOP E OUTLETS DO BRASIL FDO INV IMOB - FI,68482196,08/03/2019,,['GSFI11'],,,PLANNER TRUSTEE DTVM LTDA               ,AV Brigadeiro Faria Lima 3900 - 10º andar - CEP: 4538132 Cidade: São Paulo UF: SP,11,21722600,0,afigueiredo@planner.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiMTE3Njk2MDQwMDAxMTMiLCJpZGVudGlmaWVyRnVuZCI6IkdTRkkiLCJ0eXBlRnVuZCI6N30=
0,KNCR,FII KINEA RI,KNCR11 ,,16706958000132,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.intrag.com.br,"BRIGADEIRO FARIA LIMA, 3400 - 10 ANDAR - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,36312943,30726228,DIRETOR RESPONSAVEL                     ,CARLOS AUGUSTO SALAMONDE                                    ,"BRIGADEIRO FARIA LIMA, 3400 - 10 ANDAR - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,36312943,30726228,relacionamento.reguladores@itau-unibanco.com.br,KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII ,57097087,16/11/2022,,['KNCR11'],,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjE2NzA2OTU4MDAwMTMyIiwiaWRlbnRpZmllckZ1bmQiOiJLTkNSIn0=
0,GGRC,FII GGRCOVEP,GGRC11 ,,26614291000100,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,http://www.cmcapitalmarkets.com.br,"RENATO PAES DE BARROS, 1195 - 4 ANDAR - CEP: 4547004 CIDADE: SAO PAULO UF: SP",11,38421122,0,DIRETOR RESPONSAVEL                     ,ROGERIO PENTEADO FELGUEIRAS                                 ,"GOMES DE CARVALHO, 1195 - 4 ANDAR - CEP: 4547004 CIDADE: SAO PAULO UF: SP",11,38421122,0,reguladores@cmcapital.com.br,GGR COVEPI RENDA FDO INV IMOB                     ,7758429,05/12/2022,,['GGRC11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJHR1JDIn0=
0,FIIP,FII RB CAP I,FIIP11B ,,08696175000197,Financeiro e Outros/Fundos/Fundos Imobiliários,www.oliveiratrust.com.br,AV DAS AMÉRICAS 3434 - BLOCO 07 / GRUPO 201 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ,21,35140000,35140099,DIRETOR RESPONSAVEL,JOSÉ ALEXANDRE COSTA DE FREITAS,AV DAS AMÉRICAS 3434 - BLOCO 07 / GRUPO 201 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ,21,35140000,35140099,fundos@oliveiratrust.com.br,RB CAPITAL RENDA I FDO INV IMOB - FII             ,927162,03/12/2009,,['FIIP11B'],,,BRADESCO                                ,"CIDADE DE DEUS, PREDIO AMARELO - 2.ANDAR - CEP: 6029900 Cidade: OSASCO UF: SP",11,36843749,36842714,4010.ACOES@BRADESCO.COM.BR,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjA4Njk2MTc1MDAwMTk3IiwiaWRlbnRpZmllckZ1bmQiOiJGSUlQIn0=
0,FPAB,FII A BRANCA,FPAB11 ,,03251720000118,Financeiro e Outros/Fundos/Fundos Imobiliários,www.coinvalores.com.br,AV BRIGADEIRO FARIA LIMA 1800 - 2.ANDAR  -  - CEP: 1451904 CIDADE: SÃO PAULO UF: SP,11,30354155,38140140,DIRETOR RESPONSAVEL,FERNANDO FERREIRA DA SILVA TELLES,AV BRIGADEIRO FARIA LIMA 1800 - 2.ANDAR  -  - CEP: 1451904 CIDADE: SÃO PAULO UF: SP,11,30354155,38140140,admfundoimobiliario@coinvalores.com.br,FDO INV IMOB PROJETO ÁGUA BRANCA                  ,750000,30/06/2006,,['FPAB11'],,,BANCO DAYCOVAL S/A                      ,AV Paulista 1793 - CEP: 1311200 Cidade: São Paulo UF: SP,11,31381024,0,ricardo.gelbaum@bancodaycoval.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjAzMjUxNzIwMDAwMTE4IiwiaWRlbnRpZmllckZ1bmQiOiJGUEFCIn0=
0,RZDM,FII RIZA DM ,,,45742247000111,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.rizaasset.com/home,"Praia de Botafogo, 228 - 9ª ANDAR - CEP: 22250906 CIDADE: são paulo UF: RJ",11,32068381,0,DIRETOR RESPONSAVEL                     ,RODRIGO GODOY                                               ,"Praia de Botafogo, 228 - 9ª ANDAR - CEP: 22250906 CIDADE: são paulo UF: RJ",11,32068381,0,middleadm@genial.com.vc,RIZA DOMUS MULTIESTRATÉGIA FDO INV IMOB           ,200000,05/01/2023,,,,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQ1NzQyMjQ3MDAwMTExIiwiaWRlbnRpZmllckZ1bmQiOiJSWkRNIn0=
0,GALG,FII GUARDIAN,GALG11 ,,37295919000160,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,"IGUATEMI, 151 - 19 ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"IGUATEMI, 151 - 19 ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,fii@brltrust.com.br,GUARDIAN LOGISTICA FDO. INVEST. IMOB.             ,57485300,05/12/2022,,['GALG11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJHQUxHIn0=
0,CTXT,FII C TEXTIL,CTXT11 ,,00762723000128,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.riobravo.com.br,"CHEDID JAFET 222 - BLOCO B/3.ANDAR,  -  - CEP: 4551065 CIDADE: SÃO PAULO UF: SP",11,21076694,21076680,DIRETOR RESPONSAVEL                     ,PAULO ANDRÉ PORTO BILYK                                     ,"CHEDID JAFET 222 - BLOCO B/3.ANDAR,  -  - CEP: 4551065 CIDADE: SÃO PAULO UF: SP",11,21076694,21076680,correspondencia@riobravo.com.br,FDO INV IMOB CENTRO TEXTIL INTERNACIONAL          ,3408174,15/12/2022,,['CTXT11'],,,RIO BRAVO INVESTIMENTOS DTVM S.A.       ,"AV CHEDID JAFET, 222 - BLOCO B - 3.ANDAR - CEP: 4551065 Cidade: SAO PAULO UF: SP",11,35096600,0,escrituracao@riobravo.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJDVFhUIn0=
0,TGAR,FII TG ATIVO,TGAR11 ,,25032881000153,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://vortx.com.br/,"BRIGADEIRO FARIA LIMA 2277, 152 - 2 ANDAR - CEP: 145200 CIDADE: SAO PAULO UF: SP",11,30307177,0,DIRETOR RESPONSAVEL                     ,ERNANE DIVINO DOS SANTOS ALVES                              ,"BRIGADEIRO FARIA LIMA 2277,  - 2 ANDAR - CEP: 145200 CIDADE: SAO PAULO UF: SP",11,30307177,0,admfundos@vortx.com.br,FDO INV IMOB TG ATIVO REAL                        ,13784500,04/10/2022,,['TGAR11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJUR0FSIn0=
0,VILG,FII VINCI LG,VILG11 ,,24853044000122,Financeiro e Outros/Fundos/Fundos Imobiliários,www.brltrust.com.br,R IGUATEMI 151 - 19o ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP,11,31330350,0,DIRETOR RESPONSAVEL,DANILO CHRISTÓFARO BARBIERI,R IGUATEMI 151 - 19o ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP,11,31330350,0,juridico.fundos@brltrust.com.br,VINCI LOGÍSTICA FDO INV IMOB - FII                ,14997396,08/03/2021,,['VILG11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJWSUxHIn0=
0,LUGG,FII LUGGO   ,LUGG11 ,,34835191000123,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.bancointer.com.br/inter-dtvm/,"do Contorno, nº 7.777,  - 1º andar - CEP: 30110051 CIDADE: BELO HORIZONTE UF: MG",31,36145332,0,DIRETOR RESPONSAVEL                     ,MARIA CLARA GUIMARÃES GUSMÃO                                ,"do Contorno nº 7.777,  - 1º andar - CEP: 30110051 CIDADE: BELO HORIZONTE UF: MG",31,36145332,0,admfundos@interdtvm.com.br,LUGGO FDO. INV. IMOB.                             ,900000,06/01/2023,,['LUGG11'],,,INTER DTVM LTDA.                        ,AV do Contorno 7777 - 1 andar - CEP: 30110051 Cidade: Belo Horizonte UF: MG,31,24387978,0,idtvm@interdtvm.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJMVUdHIn0=
0,IBCR,FII BREI    ,IBCR11 ,,40011251000196,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,DIRETOR RESPONSAVEL                     ,ALLAN HADDID                                                ,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,ri.fundoslistados@btgpactual.com,FDO DE INV IMOBILIÁRIO DE CRI INTEGRAL BREI       ,958423,25/03/2022,,['IBCR11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiNDAwMTEyNTEwMDAxOTYiLCJpZGVudGlmaWVyRnVuZCI6IklCQ1IiLCJ0eXBlRnVuZCI6N30=
0,BTCI,FII BTG CRI ,BTCI11 ,,09552812000114,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33833441,40814697,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"BRIGADEIRO FARIA LIMA, 3729 - 9 ANDAR - CEP: 4538133 CIDADE: SÃO PAULO UF: SP",11,33833441,40814697,sh-contato-fundoimobiliario@btgpactual.com,FII BTG PACTUAL CRÉDITO IMOBILIÁRIO               ,99521172,13/01/2023,,['BTCI11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjA5NTUyODEyMDAwMTE0IiwiaWRlbnRpZmllckZ1bmQiOiJCVENJIn0=
0,HGRS,FII CSHG RSD,,,41922239000104,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.cshg.com.br/site/index.seam,"LEOPOLDO COUTO DE MAGALHÃES JUNIOR, 700 - 11 ANDAR (PARTE) - CEP: 4245000 CIDADE: SÃO PAULO UF: SP",11,37016800,0,DIRETOR RESPONSAVEL                     ,AUGUSTO AFONSO MARTINS                                      ,"LEOPOLDO COUTO DE MAGALHÃES JUNIOR, 700 - 11 ANDAR (PARTE) - CEP: 4245000 CIDADE: SÃO PAULO UF: SP",11,37016800,0,LIST.IMOBILIARIO@CSHG.COM.BR,CSHG RESIDENCIAL FDO DE INV IMOB - FII            ,1492940,28/06/2022,,,,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiNDE5MjIyMzkwMDAxMDQiLCJpZGVudGlmaWVyRnVuZCI6IkhHUlMiLCJ0eXBlRnVuZCI6N30=
0,OUJP,FII OURI JPP,OUJP11 ,,26091656000150,Financeiro e Outros/Fundos/Fundos Imobiliários,www.finaxis.com.br,AV PAULISTA 1842 - 1 ANDAR CJ 17 - CEP: 1310923 CIDADE: SAO PAULO UF: SP,11,35269001,0,DIRETOR RESPONSAVEL,RICARDO AUGUSTO MEIRA PEDRO,AV PAULISTA 1842 - 1 ANDAR CJ 17 - CEP: 131092 CIDADE: SAO PAULO UF: SP,11,35269001,0,admregulatorio@finaxis.com.br,OURINVEST JPP FDO INV IMOB - FII                  ,3252384,11/05/2021,,['OUJP11'],,,BANCO FINAXIS S.A.                      ,R PASTEUR 463 - 11 ANDAR. - CEP: 80250104 Cidade: CURITIBA UF: PR,41,30740909,30740938,escrituracao@finaxis.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJPVUpQIn0=
